TIMESTEP,MEAN(K),MINIMUM(K),MAXIMUM(K)
1994-04-17T00:00:00Z,274.17517,267.1,282.6
1994-04-18T00:00:00Z,271.50995,265.2,279.9
1994-04-19T00:00:00Z,276.4505,270.7,283.7
1994-04-20T00:00:00Z,273.985,267.7,281.9
1994-04-21T00:00:00Z,271.9661,266.6,280.6
1994-04-22T00:00:00Z,270.60266,265.7,279.9
1994-04-23T00:00:00Z,269.70276,263.6,278.6
1994-04-24T00:00:00Z,275.3241,270.6,280.4
1994-04-25T00:00:00Z,282.20593,276,289.4
1994-04-26T00:00:00Z,281.81253,274.3,292.4
1994-04-27T00:00:00Z,282.38562,277.7,286.8
1994-04-28T00:00:00Z,276.543,267.9,285.4
1994-04-29T00:00:00Z,277.1447,269.3,284
1994-04-30T00:00:00Z,279.56906,274,288.6
1994-05-01T00:00:00Z,276.65463,271,286.2
1994-05-02T00:00:00Z,274.3482,269.1,281.1
1994-05-03T00:00:00Z,272.76898,266.4,280.9
1994-05-04T00:00:00Z,276.03287,270.2,283.7
1994-05-05T00:00:00Z,278.18213,271.1,284.5
1994-05-06T00:00:00Z,277.20645,273,283.7
1994-05-07T00:00:00Z,275.507,272.2,281.3
1994-05-08T00:00:00Z,278.9588,273.8,285.8
1994-05-09T00:00:00Z,277.182,271.5,284.6
1994-05-10T00:00:00Z,276.63672,271.3,284.9
1994-05-11T00:00:00Z,274.25925,268,282.6
1994-05-12T00:00:00Z,276.1253,270.7,283.3
1994-05-13T00:00:00Z,273.14355,267.5,281
1994-05-14T00:00:00Z,272.6681,268.2,280.5
1994-05-15T00:00:00Z,277.97873,273.1,284.6
1994-05-16T00:00:00Z,279.79468,274,288.8
1994-05-17T00:00:00Z,278.77,274,285.5
1994-05-18T00:00:00Z,278.50317,274.1,283.8
1994-05-19T00:00:00Z,279.07724,273.2,284.4
1994-05-20T00:00:00Z,279.31024,273.5,284.1
1994-05-21T00:00:00Z,279.57162,273.7,285.3
1994-05-22T00:00:00Z,284.59982,279.3,289
1994-05-23T00:00:00Z,284.75525,279.8,289.2
1994-05-24T00:00:00Z,281.8255,275.7,291.3
1994-05-25T00:00:00Z,283.9613,275.7,289.8
1994-05-26T00:00:00Z,280.374,274.3,293.2
1994-05-27T00:00:00Z,275.57343,269.9,283.9
1994-05-28T00:00:00Z,274.23056,269.2,283.1
1994-05-29T00:00:00Z,280.17987,273.5,284.9
1994-05-30T00:00:00Z,282.77435,278.1,287.6
1994-05-31T00:00:00Z,286.34924,280.8,291.9
1994-06-01T00:00:00Z,280.43295,274.3,290.4
1994-06-02T00:00:00Z,277.64816,271.4,287.1
1994-06-03T00:00:00Z,278.27127,273.5,286
1994-06-04T00:00:00Z,279.752,275.7,287.7
1994-06-05T00:00:00Z,282.78262,277.9,288
1994-06-06T00:00:00Z,285.69873,280.9,291.9
1994-06-07T00:00:00Z,286.63687,279.9,294.7
1994-06-08T00:00:00Z,280.29343,275.4,291.4
1994-06-09T00:00:00Z,277.93887,273.8,288.6
1994-06-10T00:00:00Z,280.7742,273.4,288.9
1994-06-11T00:00:00Z,282.87177,276.4,289
1994-06-12T00:00:00Z,285.53177,279,292.5
1994-06-13T00:00:00Z,287.11127,282.8,294.6
1994-06-14T00:00:00Z,290.813,285.4,294.8
1994-06-15T00:00:00Z,290.12643,283.6,298.3
1994-06-16T00:00:00Z,292.06406,285.3,296.7
1994-06-17T00:00:00Z,292.88907,287,297
1994-06-18T00:00:00Z,294.03036,289.4,298.7
1994-06-19T00:00:00Z,289.5534,282.4,298.9
1994-06-20T00:00:00Z,286.59894,280.9,293.5
1994-06-21T00:00:00Z,288.76306,284.9,292.3
1994-06-22T00:00:00Z,284.98065,280.6,294.4
1994-06-23T00:00:00Z,285.03973,281.3,293
1994-06-24T00:00:00Z,287.8206,281.3,295.9
1994-06-25T00:00:00Z,287.9029,281.6,296.9
1994-06-26T00:00:00Z,287.48807,283,295.3
1994-06-27T00:00:00Z,288.06302,280.3,294.7
1994-06-28T00:00:00Z,288.466,281.9,296.2
1994-06-29T00:00:00Z,288.7353,282.8,295.5
1994-06-30T00:00:00Z,288.09192,282.9,294.4
1994-07-01T00:00:00Z,286.47168,281.2,294.2
1994-07-02T00:00:00Z,288.17624,283.4,293.9
1994-07-03T00:00:00Z,286.6461,279.9,295.9
1994-07-04T00:00:00Z,285.39774,279.1,293.7
1994-07-05T00:00:00Z,288.5059,282.3,297.1
1994-07-06T00:00:00Z,291.1948,285.8,296.6
1994-07-07T00:00:00Z,293.39145,287.1,297.8
1994-07-08T00:00:00Z,293.1876,286.6,299
1994-07-09T00:00:00Z,292.40308,287.8,298.3
1994-07-10T00:00:00Z,285.5467,280.3,295.3
1994-07-11T00:00:00Z,282.95096,278.3,292.1
1994-07-12T00:00:00Z,284.45667,279,293.2
1994-07-13T00:00:00Z,288.57962,281.4,294
1994-07-14T00:00:00Z,286.9788,279.3,295.7
1994-07-15T00:00:00Z,289.00525,283.6,295.9
1994-07-16T00:00:00Z,288.91003,283,296.1
1994-07-17T00:00:00Z,288.08997,282.1,296.1
1994-07-18T00:00:00Z,290.56924,285,296.1
1994-07-19T00:00:00Z,290.10675,284.1,295.7
1994-07-20T00:00:00Z,290.4933,284.1,297.5
1994-07-21T00:00:00Z,292.54752,288.1,298.1
1994-07-22T00:00:00Z,291.68814,286.3,297.6
1994-07-23T00:00:00Z,291.28998,285.7,297.1
1994-07-24T00:00:00Z,289.62665,283.3,295.9
1994-07-25T00:00:00Z,290.14438,285.1,297.5
1994-07-26T00:00:00Z,288.79498,283.7,296.8
1994-07-27T00:00:00Z,287.44113,281,296.6
1994-07-28T00:00:00Z,287.22696,281.1,295.6
1994-07-29T00:00:00Z,288.06403,281.6,295.1
1994-07-30T00:00:00Z,289.84824,283.7,296.4
1994-07-31T00:00:00Z,288.48843,281.9,297
1994-08-01T00:00:00Z,289.72195,284.2,296.9
1994-08-02T00:00:00Z,289.5195,284.2,296.8
1994-08-03T00:00:00Z,290.00076,282.8,296.7
1994-08-04T00:00:00Z,289.44205,284.1,297.1
1994-08-05T00:00:00Z,281.76007,275.1,290.1
1994-08-06T00:00:00Z,280.18124,273.2,288.6
1994-08-07T00:00:00Z,282.50467,277.1,289.6
1994-08-08T00:00:00Z,286.8639,280.2,292.2
1994-08-09T00:00:00Z,285.80228,281.4,291.5
1994-08-10T00:00:00Z,283.41663,278.1,292.6
1994-08-11T00:00:00Z,283.56714,276.5,291.5
1994-08-12T00:00:00Z,286.76416,280.8,292
1994-08-13T00:00:00Z,290.26654,283.8,295.5
1994-08-14T00:00:00Z,284.39005,278,295.8
1994-08-15T00:00:00Z,282.3893,276,290.1
1994-08-16T00:00:00Z,283.3594,277.1,289.8
1994-08-17T00:00:00Z,285.41846,280.6,291.5
1994-08-18T00:00:00Z,287.96515,279.8,294.2
1994-08-19T00:00:00Z,287.6726,281.2,293.1
1994-08-20T00:00:00Z,289.05023,283.4,294.1
1994-08-21T00:00:00Z,289.31226,282.6,293.4
1994-08-22T00:00:00Z,282.9037,276.2,290.1
1994-08-23T00:00:00Z,280.71683,273.2,288.1
1994-08-24T00:00:00Z,281.96185,276.9,290.7
1994-08-25T00:00:00Z,284.50348,279.3,291.4
1994-08-26T00:00:00Z,288.60477,282.4,293.7
1994-08-27T00:00:00Z,289.2202,282.8,294.1
1994-08-28T00:00:00Z,288.22653,282,296.2
1994-08-29T00:00:00Z,283.05048,276.8,290.6
1994-08-30T00:00:00Z,280.733,274.9,288.5
1994-08-31T00:00:00Z,283.10312,277.6,289.8
1994-09-01T00:00:00Z,282.01733,276,290.4
1994-09-02T00:00:00Z,279.06143,272.7,287.6
1994-09-03T00:00:00Z,280.67822,274.8,288.8
1994-09-04T00:00:00Z,280.41068,274.4,288.6
1994-09-05T00:00:00Z,280.43964,275.5,286.3
1994-09-06T00:00:00Z,279.59787,275.2,286.5
1994-09-07T00:00:00Z,281.92273,277.1,288.3
1994-09-08T00:00:00Z,281.33673,277.5,288.5
1994-09-09T00:00:00Z,282.0423,276.2,289
1994-09-10T00:00:00Z,278.8809,272.9,287.8
1994-09-11T00:00:00Z,279.7833,274,285.6
1994-09-12T00:00:00Z,279.6571,275.2,286.5
1994-09-13T00:00:00Z,285.53323,280.7,289.5
1994-09-14T00:00:00Z,286.29657,277.6,293.9
1994-09-15T00:00:00Z,284.6115,275.8,293.1
1994-09-16T00:00:00Z,286.76303,279.8,295
1994-09-17T00:00:00Z,287.12646,280.6,294.1
1994-09-18T00:00:00Z,280.96146,275.7,288.8
1994-09-19T00:00:00Z,280.03845,275.2,286.6
1994-09-20T00:00:00Z,280.20007,276.1,286.9
1994-09-21T00:00:00Z,283.40707,279.7,288.2
1994-09-22T00:00:00Z,283.16336,277.9,289.8
1994-09-23T00:00:00Z,281.5579,276.3,291.4
1994-09-24T00:00:00Z,284.9298,280.8,292.8
1994-09-25T00:00:00Z,285.99405,281.4,292
1994-09-26T00:00:00Z,286.94284,282.5,292.3
1994-09-27T00:00:00Z,284.8161,278.9,291.9
1994-09-28T00:00:00Z,281.81052,277.2,290.8
1994-09-29T00:00:00Z,279.6273,274.9,287.1
1994-09-30T00:00:00Z,275.29254,270.2,282.4
1994-10-01T00:00:00Z,275.9031,268.9,284.8
1994-10-02T00:00:00Z,275.4026,268.7,283.6
1994-10-03T00:00:00Z,273.3855,267.4,280.9
1994-10-04T00:00:00Z,274.19846,268.8,281.6
1994-10-05T00:00:00Z,274.887,269.4,284.2
1994-10-06T00:00:00Z,275.09808,269.1,282.5
1994-10-07T00:00:00Z,277.58823,273.5,285.5
1994-10-08T00:00:00Z,279.40158,273.4,287.3
1994-10-09T00:00:00Z,279.5578,275.4,285.8
1994-10-10T00:00:00Z,274.0467,268,282
1994-10-11T00:00:00Z,272.18637,266.7,279.5
1994-10-12T00:00:00Z,272.4918,268.2,280
1994-10-13T00:00:00Z,274.17792,268.8,281.9
1994-10-14T00:00:00Z,275.91855,269.9,283.5
1994-10-15T00:00:00Z,273.55463,266.5,282.7
1994-10-16T00:00:00Z,272.34113,267.6,280
1994-10-17T00:00:00Z,273.3645,267.4,280.5
1994-10-18T00:00:00Z,278.53375,273.1,285.2
1994-10-19T00:00:00Z,280.11148,275.1,286.6
1994-10-20T00:00:00Z,281.02444,275.8,288.4
1994-10-21T00:00:00Z,279.46503,274.7,287.8
1994-10-22T00:00:00Z,279.70865,273.6,285.8
1994-10-23T00:00:00Z,279.6306,274.6,286.1
1994-10-24T00:00:00Z,276.1101,271.5,284.1
1994-10-25T00:00:00Z,275.56583,269.5,282.8
1994-10-26T00:00:00Z,274.80804,268.8,280.9
1994-10-27T00:00:00Z,275.15094,269.7,281.9
1994-10-28T00:00:00Z,273.68054,268.8,281.9
1994-10-29T00:00:00Z,274.96942,268.5,282.1
1994-10-30T00:00:00Z,276.87866,271,284.3
1994-10-31T00:00:00Z,279.34668,274.3,285.1
1994-11-01T00:00:00Z,280.1089,275.5,287.7
1994-11-02T00:00:00Z,273.9945,268.2,280.9
1994-11-03T00:00:00Z,272.50302,267.5,280.3
1994-11-04T00:00:00Z,280.59918,275.8,286.7
1994-11-05T00:00:00Z,283.22775,277.9,287.6
1994-11-06T00:00:00Z,278.66693,273.5,285.2
1994-11-07T00:00:00Z,273.59412,267.4,280.7
1994-11-08T00:00:00Z,275.4176,270,281
1994-11-09T00:00:00Z,277.4204,270.4,283.5
1994-11-10T00:00:00Z,271.69904,265.4,277.7
1994-11-11T00:00:00Z,269.6405,263.2,275.1
1994-11-12T00:00:00Z,269.66013,264,276.7
1994-11-13T00:00:00Z,275.40323,269.4,282.8
1994-11-14T00:00:00Z,277.44034,271.2,286
1994-11-15T00:00:00Z,274.80865,269,283.8
1994-11-16T00:00:00Z,272.75345,267.6,282.3
1994-11-17T00:00:00Z,272.38565,268.1,282.6
1994-11-18T00:00:00Z,275.9926,270,285.5
1994-11-19T00:00:00Z,273.53308,269.1,281.3
1994-11-20T00:00:00Z,271.92303,266.9,279
1994-11-21T00:00:00Z,274.72397,269.2,282
1994-11-22T00:00:00Z,270.5231,264.6,278.3
1994-11-23T00:00:00Z,264.39224,256.2,272.8
1994-11-24T00:00:00Z,264.25378,256.1,271.8
1994-11-25T00:00:00Z,268.9881,262.8,276.7
1994-11-26T00:00:00Z,265.32706,258.7,274.3
1994-11-27T00:00:00Z,263.9849,256.5,273.9
1994-11-28T00:00:00Z,270.48355,262.6,282.6
1994-11-29T00:00:00Z,271.39948,267,280.2
1994-11-30T00:00:00Z,269.38373,261.9,276.7
1994-12-01T00:00:00Z,268.53183,260,274.9
1994-12-02T00:00:00Z,269.5758,263.4,276.1
1994-12-03T00:00:00Z,270.60107,265.5,278.6
1994-12-04T00:00:00Z,273.37338,268.4,280.3
1994-12-05T00:00:00Z,275.41995,268.7,282.4
1994-12-06T00:00:00Z,274.81726,269,282.7
1994-12-07T00:00:00Z,266.62756,257.2,279.9
1994-12-08T00:00:00Z,263.56757,255.2,270.8
1994-12-09T00:00:00Z,264.11542,256.5,272.8
1994-12-10T00:00:00Z,267.36276,260.3,277.8
1994-12-11T00:00:00Z,262.45312,252.6,273.9
1994-12-12T00:00:00Z,257.58798,247.5,269.7
1994-12-13T00:00:00Z,259.27325,248.9,272
1994-12-14T00:00:00Z,263.5233,251.5,275.8
1994-12-15T00:00:00Z,267.01566,259.1,274.4
1994-12-16T00:00:00Z,267.16693,259.1,273.6
1994-12-17T00:00:00Z,268.37256,260.3,276.5
1994-12-18T00:00:00Z,270.3465,263.9,276.2
1994-12-19T00:00:00Z,267.35068,258.5,273.7
1994-12-20T00:00:00Z,266.82617,258.1,273.1
1994-12-21T00:00:00Z,269.9687,265.2,275.3
1994-12-22T00:00:00Z,270.87842,266,277.4
1994-12-23T00:00:00Z,270.42438,266.5,277.1
1994-12-24T00:00:00Z,270.24576,266.1,278.2
1994-12-25T00:00:00Z,269.19678,264.7,277.3
1994-12-26T00:00:00Z,268.1322,263.1,274.8
1994-12-27T00:00:00Z,268.30643,263.2,275.3
1994-12-28T00:00:00Z,270.1693,265,277.3
1994-12-29T00:00:00Z,259.28317,247.6,269.7
1994-12-30T00:00:00Z,257.51483,247.1,267.4
1994-12-31T00:00:00Z,263.91342,256.2,271.3
1995-01-01T00:00:00Z,270.12634,264.3,277.5
1995-01-02T00:00:00Z,265.8126,260.3,272.5
1995-01-03T00:00:00Z,264.87296,259.5,271.4
1995-01-04T00:00:00Z,260.24902,254.3,269.4
1995-01-05T00:00:00Z,258.92038,252.4,266.5
1995-01-06T00:00:00Z,260.31165,256.1,271.4
1995-01-07T00:00:00Z,265.60995,256,275
1995-01-08T00:00:00Z,262.35684,251.6,272.5
1995-01-09T00:00:00Z,262.4452,255.6,272.1
1995-01-10T00:00:00Z,258.94604,247.2,269.9
1995-01-11T00:00:00Z,259.97736,245.4,271.6
1995-01-12T00:00:00Z,267.92532,259.3,278.1
1995-01-13T00:00:00Z,274.39532,268.1,281.8
1995-01-14T00:00:00Z,275.78268,269.5,282.4
1995-01-15T00:00:00Z,279.06885,272.4,286
1995-01-16T00:00:00Z,274.48105,269,284
1995-01-17T00:00:00Z,270.98248,266.1,281.8
1995-01-18T00:00:00Z,270.72845,266,279.3
1995-01-19T00:00:00Z,272.46484,268.2,278.3
1995-01-20T00:00:00Z,274.02423,269.7,278.8
1995-01-21T00:00:00Z,271.9963,267.1,277.4
1995-01-22T00:00:00Z,269.4545,264.5,275.5
1995-01-23T00:00:00Z,268.28537,263.6,274
1995-01-24T00:00:00Z,268.49814,262,273.4
1995-01-25T00:00:00Z,266.52356,257.8,272.9
1995-01-26T00:00:00Z,264.73434,255.4,272.2
1995-01-27T00:00:00Z,261.60617,250.2,271.7
1995-01-28T00:00:00Z,257.36374,248.7,268.9
1995-01-29T00:00:00Z,257.66113,251.9,268.8
1995-01-30T00:00:00Z,263.1507,258.9,271.9
1995-01-31T00:00:00Z,264.76355,259.3,271.6
1995-02-01T00:00:00Z,267.92358,263.3,274.9
1995-02-02T00:00:00Z,259.17676,251.1,270.3
1995-02-03T00:00:00Z,257.16916,249.8,267.7
1995-02-04T00:00:00Z,261.93976,255.4,270.9
1995-02-05T00:00:00Z,250.4647,240.5,263.1
1995-02-06T00:00:00Z,249.13243,237.4,261.1
1995-02-07T00:00:00Z,251.94264,239.4,264.8
1995-02-08T00:00:00Z,255.7582,247.3,266
1995-02-09T00:00:00Z,255.90654,249.4,265.1
1995-02-10T00:00:00Z,262.0732,255.3,270.9
1995-02-11T00:00:00Z,258.9046,251.8,274.4
1995-02-12T00:00:00Z,252.42189,246.6,262.9
1995-02-13T00:00:00Z,257.01215,251.5,265.2
1995-02-14T00:00:00Z,258.20926,250.8,268.6
1995-02-15T00:00:00Z,256.71533,249.7,268.6
1995-02-16T00:00:00Z,266.23846,258.7,274.8
1995-02-17T00:00:00Z,263.73532,256.3,273.4
1995-02-18T00:00:00Z,264.5268,259.2,274.3
1995-02-19T00:00:00Z,266.89124,261.9,275.2
1995-02-20T00:00:00Z,267.13098,261.1,274.6
1995-02-21T00:00:00Z,265.80737,259.7,273.3
1995-02-22T00:00:00Z,262.21762,255.3,271.6
1995-02-23T00:00:00Z,266.82315,261.3,273
1995-02-24T00:00:00Z,261.684,254.3,271.7
1995-02-25T00:00:00Z,259.38974,250.4,269
1995-02-26T00:00:00Z,256.8571,246.8,271.2
1995-02-27T00:00:00Z,259.79755,249.1,271.8
1995-02-28T00:00:00Z,267.34363,261.7,276.8
1995-03-01T00:00:00Z,265.8664,259.2,275.4
1995-03-02T00:00:00Z,262.08163,253.7,272.8
1995-03-03T00:00:00Z,260.51205,252.4,273.7
1995-03-04T00:00:00Z,264.34012,255.1,274.7
1995-03-05T00:00:00Z,267.75244,258.8,275.1
1995-03-06T00:00:00Z,270.94766,264.8,278
1995-03-07T00:00:00Z,270.85202,264.8,278
1995-03-08T00:00:00Z,266.8339,260.4,282.1
1995-03-09T00:00:00Z,259.498,252.2,269.7
1995-03-10T00:00:00Z,256.67938,249.8,268.3
1995-03-11T00:00:00Z,263.77896,256.1,272.6
1995-03-12T00:00:00Z,268.73938,262.7,275.9
1995-03-13T00:00:00Z,272.05032,267.7,278.2
1995-03-14T00:00:00Z,275.44116,270.5,281.4
1995-03-15T00:00:00Z,278.22818,272.2,282.2
1995-03-16T00:00:00Z,278.40842,273.7,282.5
1995-03-17T00:00:00Z,272.00952,267.1,281
1995-03-18T00:00:00Z,270.74655,266.1,278.6
1995-03-19T00:00:00Z,271.697,265.8,277.9
1995-03-20T00:00:00Z,273.96835,268.2,282
1995-03-21T00:00:00Z,273.63733,268.9,278.6
1995-03-22T00:00:00Z,272.26932,267.1,279.7
1995-03-23T00:00:00Z,270.93497,265.2,277.3
1995-03-24T00:00:00Z,268.42795,261.7,277.4
1995-03-25T00:00:00Z,266.50418,259.5,274.2
1995-03-26T00:00:00Z,268.29062,262.8,276.3
1995-03-27T00:00:00Z,268.58023,262.7,276.6
1995-03-28T00:00:00Z,269.35214,263,277
1995-03-29T00:00:00Z,270.77252,265.2,277.4
1995-03-30T00:00:00Z,273.44284,269,278.3
1995-03-31T00:00:00Z,271.82666,266,279.5
1995-04-01T00:00:00Z,269.79703,263.5,278.3
1995-04-02T00:00:00Z,270.0453,263.4,278.1
1995-04-03T00:00:00Z,269.99066,264.6,277.9
1995-04-04T00:00:00Z,263.36667,256.5,275
1995-04-05T00:00:00Z,261.44937,253,269.9
1995-04-06T00:00:00Z,264.69412,255.6,272.4
1995-04-07T00:00:00Z,269.22928,263.3,279.2
1995-04-08T00:00:00Z,268.8546,263.5,277.9
1995-04-09T00:00:00Z,269.734,263,279.9
1995-04-10T00:00:00Z,266.49988,260.4,277.9
1995-04-11T00:00:00Z,270.42188,264.7,278.7
1995-04-12T00:00:00Z,275.06677,269.4,281.6
1995-04-13T00:00:00Z,274.48114,269,284
1995-04-14T00:00:00Z,273.13348,267.7,281
1995-04-15T00:00:00Z,271.17178,265.4,278.4
1995-04-16T00:00:00Z,269.957,264.8,278.4
1995-04-17T00:00:00Z,270.11838,264.3,278
1995-04-18T00:00:00Z,272.05417,266.3,281.7
1995-04-19T00:00:00Z,278.35147,273.6,283.5
1995-04-20T00:00:00Z,276.478,271.5,285.4
1995-04-21T00:00:00Z,276.99078,270.9,285
1995-04-22T00:00:00Z,274.77405,269,283.8
1995-04-23T00:00:00Z,272.0845,266.2,279.7
1995-04-24T00:00:00Z,270.99304,264.5,280.2
1995-04-25T00:00:00Z,271.46298,266.5,280.6
1995-04-26T00:00:00Z,275.0785,270.8,280.9
1995-04-27T00:00:00Z,277.08182,271.7,281.4
1995-04-28T00:00:00Z,277.27966,272.3,284.3
1995-04-29T00:00:00Z,276.63538,270.9,283.9
1995-04-30T00:00:00Z,276.76938,270.1,282.9
1995-05-01T00:00:00Z,277.3619,271.5,282.9
1995-05-02T00:00:00Z,276.6098,270.9,283.8
1995-05-03T00:00:00Z,278.83044,274.1,284.3
1995-05-04T00:00:00Z,277.7479,273.4,284.4
1995-05-05T00:00:00Z,279.4984,275.8,285.6
1995-05-06T00:00:00Z,275.31494,268.4,281.9
1995-05-07T00:00:00Z,272.81528,265.7,281.2
1995-05-08T00:00:00Z,270.50742,265.1,278.8
1995-05-09T00:00:00Z,275.50156,271.1,281.8
1995-05-10T00:00:00Z,279.71936,274.4,284.6
1995-05-11T00:00:00Z,280.35504,273.8,285.7
1995-05-12T00:00:00Z,280.86005,274.7,286.5
1995-05-13T00:00:00Z,281.76938,276.2,287.8
1995-05-14T00:00:00Z,282.25726,275.7,287.8
1995-05-15T00:00:00Z,279.73776,274.8,285.8
1995-05-16T00:00:00Z,277.63797,271.8,285.3
1995-05-17T00:00:00Z,281.75128,274.6,287.1
1995-05-18T00:00:00Z,280.41663,274.9,291.8
1995-05-19T00:00:00Z,279.19632,274.7,286.3
1995-05-20T00:00:00Z,279.05438,273.8,284.4
1995-05-21T00:00:00Z,280.4641,274.7,286.1
1995-05-22T00:00:00Z,279.36447,274.2,287.4
1995-05-23T00:00:00Z,278.09546,272.6,285.6
1995-05-24T00:00:00Z,283.9421,278.7,287.8
1995-05-25T00:00:00Z,282.90958,277.6,290.7
1995-05-26T00:00:00Z,281.78418,276,287.8
1995-05-27T00:00:00Z,280.3668,275.2,287.8
1995-05-28T00:00:00Z,280.98215,275.5,288.9
1995-05-29T00:00:00Z,282.6312,275.6,288.9
1995-05-30T00:00:00Z,283.78525,278.6,290.9
1995-05-31T00:00:00Z,282.58957,278.7,287.3
1995-06-01T00:00:00Z,285.00684,280.5,289.6
1995-06-02T00:00:00Z,286.6655,280.6,291.4
1995-06-03T00:00:00Z,287.97363,281.8,292.5
1995-06-04T00:00:00Z,285.16458,278.6,294
1995-06-05T00:00:00Z,282.3794,277.2,289.8
1995-06-06T00:00:00Z,285.70584,280,291.4
1995-06-07T00:00:00Z,287.5657,282.6,292.7
1995-06-08T00:00:00Z,283.1221,275.9,295.1
1995-06-09T00:00:00Z,280.5688,272.9,292.3
1995-06-10T00:00:00Z,284.96786,277.4,291.7
1995-06-11T00:00:00Z,286.48236,279.5,291.4
1995-06-12T00:00:00Z,282.94223,276.8,291.5
1995-06-13T00:00:00Z,280.58008,274.8,290.3
1995-06-14T00:00:00Z,283.03543,278,291
1995-06-15T00:00:00Z,280.79575,275.7,289.3
1995-06-16T00:00:00Z,281.72318,276.3,289
1995-06-17T00:00:00Z,283.6595,278.8,289.7
1995-06-18T00:00:00Z,287.047,282.7,292.9
1995-06-19T00:00:00Z,289.39407,285.7,293.9
1995-06-20T00:00:00Z,288.41354,278.5,295.5
1995-06-21T00:00:00Z,284.97192,276.3,292.3
1995-06-22T00:00:00Z,286.18875,279.9,292.1
1995-06-23T00:00:00Z,288.83002,282.7,295.2
1995-06-24T00:00:00Z,288.4153,282.9,294.6
1995-06-25T00:00:00Z,289.46524,284.8,294.8
1995-06-26T00:00:00Z,291.31247,285.8,295.6
1995-06-27T00:00:00Z,286.30472,278.7,293.9
1995-06-28T00:00:00Z,283.77924,275.5,292.5
1995-06-29T00:00:00Z,285.99194,278.2,292.6
1995-06-30T00:00:00Z,288.84183,282.2,293.8
1995-07-01T00:00:00Z,289.09167,284,294.7
1995-07-02T00:00:00Z,283.72635,278.8,294.2
1995-07-03T00:00:00Z,282.192,276.3,290.3
1995-07-04T00:00:00Z,284.46182,278.7,292
1995-07-05T00:00:00Z,290.06598,283.1,295.6
1995-07-06T00:00:00Z,291.2831,286,295.1
1995-07-07T00:00:00Z,290.2465,286,294.9
1995-07-08T00:00:00Z,284.0007,278.8,293.6
1995-07-09T00:00:00Z,282.4929,277.4,290.2
1995-07-10T00:00:00Z,284.373,278.3,291.6
1995-07-11T00:00:00Z,288.08728,281.8,295
1995-07-12T00:00:00Z,287.32785,281.4,294
1995-07-13T00:00:00Z,287.62567,282.4,293.5
1995-07-14T00:00:00Z,293.37183,288.5,296.9
1995-07-15T00:00:00Z,291.15585,282.9,299.2
1995-07-16T00:00:00Z,288.89606,280.7,296.7
1995-07-17T00:00:00Z,291.3837,282.8,295.7
1995-07-18T00:00:00Z,289.88504,284.3,297.2
1995-07-19T00:00:00Z,287.5441,281.4,295
1995-07-20T00:00:00Z,287.1759,281.9,294.7
1995-07-21T00:00:00Z,289.49432,283,296.6
1995-07-22T00:00:00Z,288.43713,282.7,298.4
1995-07-23T00:00:00Z,291.30057,286.5,297.3
1995-07-24T00:00:00Z,290.28403,284.3,297.9
1995-07-25T00:00:00Z,291.10916,285.4,298.6
1995-07-26T00:00:00Z,293.19162,288.2,299
1995-07-27T00:00:00Z,292.67996,287.5,300.1
1995-07-28T00:00:00Z,292.12802,286.9,300
1995-07-29T00:00:00Z,292.66498,287.5,300.2
1995-07-30T00:00:00Z,288.4601,283.9,297.3
1995-07-31T00:00:00Z,286.8609,281.9,294.4
1995-08-01T00:00:00Z,288.82642,284.3,294.8
1995-08-02T00:00:00Z,291.03387,284.5,297.1
1995-08-03T00:00:00Z,290.32202,283.5,299.5
1995-08-04T00:00:00Z,291.38028,284.4,297.6
1995-08-05T00:00:00Z,289.2671,279.6,299.4
1995-08-06T00:00:00Z,287.1685,279.1,294.9
1995-08-07T00:00:00Z,285.4403,277.7,293.1
1995-08-08T00:00:00Z,285.07178,280.1,291.5
1995-08-09T00:00:00Z,284.60266,280.2,291.7
1995-08-10T00:00:00Z,286.48352,281.1,292.7
1995-08-11T00:00:00Z,289.8974,284.4,295.1
1995-08-12T00:00:00Z,289.50906,283.2,296.8
1995-08-13T00:00:00Z,286.85114,280.2,297.1
1995-08-14T00:00:00Z,289.29105,283.7,297
1995-08-15T00:00:00Z,292.0965,286,298.5
1995-08-16T00:00:00Z,291.6494,286.8,296.4
1995-08-17T00:00:00Z,290.8175,285.2,298.3
1995-08-18T00:00:00Z,290.1463,284.6,295.6
1995-08-19T00:00:00Z,287.90527,282.4,293.2
1995-08-20T00:00:00Z,286.12448,279.1,294.2
1995-08-21T00:00:00Z,288.14273,283.3,293.2
1995-08-22T00:00:00Z,284.74924,279.3,293.9
1995-08-23T00:00:00Z,283.4926,277.1,290.9
1995-08-24T00:00:00Z,282.36215,276.4,291.8
1995-08-25T00:00:00Z,279.33875,274.6,289.2
1995-08-26T00:00:00Z,283.25443,277.2,290.4
1995-08-27T00:00:00Z,284.8674,278,294.2
1995-08-28T00:00:00Z,282.42575,276.1,292.1
1995-08-29T00:00:00Z,284.6543,279.6,290.7
1995-08-30T00:00:00Z,282.41544,276,293
1995-08-31T00:00:00Z,283.78302,277.2,292.7
1995-09-01T00:00:00Z,284.76996,277.5,294.9
1995-09-02T00:00:00Z,282.53354,276.5,292.1
1995-09-03T00:00:00Z,282.16614,277.9,291.6
1995-09-04T00:00:00Z,284.9767,280,291.1
